_uuid,today,general_info/q6_organization,general_info/q3_province,general_info/q4_district,s1_full_market_survey/q1_3_market_size,s1_full_market_survey/q1_4_market_appearance,s1_full_market_survey/q1_10_current_price_wheat_flour,s1_full_market_survey/q1_10_1_current_price_rice,s1_full_market_survey/q1_10_2_current_price_oil,s1_full_market_survey/q1_10_3_current_price_diesel,s1_full_market_survey/q1_17_1_room_cost_min,s1_full_market_survey/q1_17_2_room_cost_max
9d8e17ec-62d1-4928-afdc-0d45564b5dbc,2017-12-25,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,23,63,80,50,350,7000
fe954d16-e19b-42ea-a285-57930e28c912,2017-12-25,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,25,67,77,50,400,6000
b325b567-977b-47ec-bee3-1b07ccf5173f,2017-12-25,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,24,66,79,50,350,10000
2ce8b661-afc9-4a7f-acbf-94037a231800,2017-12-25,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,25,63,80,50,300,9000
cf7d09e1-679a-4ad7-902c-5c46e3b19c47,2017-12-25,DRC,Farah,Farah,medium,moderate_function,27,83,68,43,3000,8500
452d13aa-2ada-47a6-8a81-fedd4c35e866,2017-12-25,DRC,Farah,Farah,medium,moderate_function,28,84,67,42,3000,9000
ba2f7d57-5d01-4c36-a0f4-591c4e2b8f25,2017-12-25,DRC,Farah,Farah,medium,moderate_function,28,84,67,42,3000,9000
2d8fbb5e-5ab9-4e6c-8198-a86e2d81c441,2017-12-25,DRC,Farah,Farah,medium,moderate_function,26,82,67,42,2500,8000
8072aa19-580f-4d84-8bff-f4cf96ca4398,2017-12-25,NRC,Kunduz,Kunduz,large,well_function_busy,24,52,82,48,1500,2000
02b0388c-f3c4-4636-b602-8a021e27abc8,2017-12-25,NRC,Kunduz,Kunduz,large,well_function_busy,24,52,84,48,1200,2000
6ecb449c-87eb-4225-97c2-aa038035b47f,2017-12-25,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,26,65,75,50,2000,2500
e2720bc2-b233-494b-8470-c7ef7577f4d3,2017-12-25,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,25,66,75,50,2500,3000
04748f42-7ca2-4ce9-a11c-cc8328ede173,2017-12-25,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,28,80,80,50,2000,3000
a2eef323-28a7-40f3-a850-c9f8693f7375,2017-12-26,ACTED,Faryab,Maymana,medium,well_function_busy,26,77,94,50,3000,6000
fd5daa62-3110-4862-b3ea-b218f6bec37f,2017-12-26,NRC,Kunduz,Kunduz,large,well_function_busy,24,53,84,48,1800,2500
1559ceac-c4c6-459c-ad4c-358b73b3ec56,2017-12-27,NRC,Kandahar,Kandahar,large,well_function_busy,26,58,63,46,4000,3500
d6fae5b5-296c-4826-a90b-c484ac4c3110,2017-12-27,NRC,Kandahar,Kandahar,medium,well_function_busy,26,57,63,46,2000,1800
27547a15-7ffd-42c5-abae-edc425fb42a9,2017-12-27,NRC,Kandahar,Kandahar,medium,well_function_busy,26,56,63,46,1500,1500
07065646-16ec-43be-abe0-2dcb8d962388,2017-12-28,ACTED,Faryab,Maymana,large,moderate_function,25,92,77,50,2500,6000
f5d26551-e5ef-40ab-925e-eeededbcec8a,2017-12-28,DRC,Nangarhar,Jalalabad,large,well_function_busy,26,82,71,40,3000,8000
38befaf1-7b4f-430a-9f8c-099406f486a8,2017-12-31,PIN,Logar,Pul_e_Alam,large,well_function_busy,29,90,78,50,6000,12000
4a2ba7ac-7010-452d-a541-d25491754b7b,2017-12-31,PIN,Logar,Pul_e_Alam,large,well_function_busy,28,92,94,50,7000,12000
a42e7083-ca9e-4188-880f-701b777faf4d,2017-12-31,PIN,Logar,Pul_e_Alam,large,well_function_busy,29,92,79,50,5000,10000
bba6ac6b-b7cf-4ffc-aa82-291fec75c2ba,2017-12-31,DRC,Farah,Farah,medium,moderate_function,28,84,68,43,3000,6000
5a19274c-b9ab-4d94-b223-b78d329f844a,2017-12-31,DRC,Farah,Farah,medium,moderate_function,27,82,67,42,2500,6500
a04969e1-b3f4-4b8b-83ee-077542c9b911,2017-12-31,DRC,Farah,Farah,medium,moderate_function,26,82,67,42,2000,6500
6a1c9db5-0765-462e-bc81-29871ef26308,2018-01-02,DRC,Kabul,Kabul,large,well_function_busy,25,90,90,48,1000,3000
922c8274-bb37-45ce-bbbe-dcb0d58a2bd3,2018-01-03,NRC,Kandahar,Zheray,medium,well_function_busy,27,50,65,47,800,800
679fa4bd-8fe7-4111-a7f5-6c31b9fb1212,2018-01-03,NRC,Kandahar,Zheray,medium,well_function_busy,26,51,64,48,800,800
4fea6bf1-71b5-4460-877d-ef7907012b4c,2018-01-03,NRC,Kandahar,Zheray,medium,well_function_busy,26,52,63,49,900,900
3b31b009-990d-482c-8070-7f47613f2b7d,2018-01-04,PIN,Paktya,Gardez,large,well_function_busy,27,94,80,46,6000,10000
a9e1311c-aba0-487b-b4ca-d216c1ada4bf,2018-01-04,PIN,Paktya,Gardez,large,well_function_busy,28,95,81,45,5000,11000
b30a786b-e276-4d0c-9634-0b718e7f7293,2018-01-04,PIN,Paktya,Gardez,large,well_function_busy,26,95,81,46,6000,12000
48aa8961-2916-44f2-9e39-ad60ebf2ee50,2018-01-07,ACTED,Kunduz,Dasht_e_Archi,large,well_function_busy,25,85,70,50,600,650
bb52ae10-9001-42e9-9901-d6548bd845ce,2018-01-07,ACTED,Kunduz,Dasht_e_Archi,large,well_function_busy,26,88,75,51,550,600
4233b63e-028b-4f62-af63-a9a04dadfd46,2018-01-07,ACTED,Kunduz,Dasht_e_Archi,large,well_function_busy,27,90,77,51,600,650
00892be5-e015-4a25-9013-b9fe13706f3a,2018-01-07,ACTED,Kunduz,Emam_saheb,large,well_function_busy,25,91,90,52,1500,1000
cffae1ef-0726-4d68-a873-74099bc4b2a6,2018-01-07,ACTED,Kunduz,Emam_saheb,large,well_function_busy,25,90,90,50,1000,1500
0783d30a-0407-478a-ba3f-ea5af81c77e4,2018-01-07,ACTED,Kunduz,Emam_saheb,large,well_function_busy,25,90,91,50,1500,1200
3758d7c5-5980-4677-b967-3b87435435f6,2018-01-07,NRC,Balkh,Mazar_e_Sharif,medium,moderate_function,27,50,70,50,3000,15000
6831e3ac-e32c-4738-b48d-dc0b8f2e6b88,2018-01-07,NRC,Balkh,Mazar_e_Sharif,large,well_function_busy,25,45,68,46,2000,18000
1b9ad8af-5627-488e-a355-d98cb8c8f822,2018-01-07,NRC,Balkh,Mazar_e_Sharif,medium,moderate_function,30,55,70,50,2000,15000
11072677-2e1f-4707-ae86-52eb6d01eb03,2018-01-07,PIN,Jawzjan,Shiberghan,large,well_function_busy,28,100,85,48,5000,10000
0b90766e-652e-4215-a980-6804329d3590,2018-01-07,PIN,Jawzjan,Shiberghan,large,well_function_busy,26,100,84,48,2000,3000
ec4ff3ef-9595-436c-85bd-cac5b023f5d3,2018-01-07,PIN,Jawzjan,Shiberghan,large,well_function_busy,27,100,84,48,3000,3500
23f7a7a8-aacd-41b6-ba9e-bbcac01299b1,2018-01-08,NRC,Hirat,Hirat,large,well_function_busy,24,54,74,50,1400,1800
a2dfc432-64f0-4364-94d1-f4ac9c38646b,2018-01-08,NRC,Hirat,Hirat,large,well_function_busy,25,55,75,51,1500,2000
ba12de47-1d4d-489a-9ba5-2bdace426e99,2018-01-08,NRC,Hirat,Hirat,large,well_function_busy,26,57,77,51,1000,2000
f09ed413-deca-4319-93de-8dbcf22c99ac,2018-01-10,NRC,Kunduz,Kunduz,large,well_function_busy,24,53,82,46,1500,2000
686bcc56-1ec5-47ee-bd35-e2b4b2d47f6a,2018-01-11,ACTED,Baghlan,Pul_e_khumri,large,well_function_busy,25,97,90,50,2500,3000
009265d3-bcbe-4660-9ee5-99756f0fae6b,2018-01-11,ACTED,Baghlan,Pul_e_khumri,large,well_function_busy,24,100,91,50,2000,2500
4f9e1192-a1a6-42bf-92b6-bbe281129069,2018-01-11,ACTED,Baghlan,Pul_e_khumri,large,well_function_busy,24,100,93,50,2500,3000
7e069dbe-deee-448e-8390-ce961b93b761,2018-01-11,NRC,Kunduz,Kunduz,large,well_function_busy,24,52,84,46,1250,2000
09fba892-b25a-42b9-9b7a-96358ad90393,2018-01-11,NRC,Kunduz,Kunduz,large,well_function_busy,24,54,82,46,1800,3000
db09182f-e530-4078-9bf2-dda17aa7f16e,2018-01-14,DRC,Farah,Farah,medium,moderate_function,28,84,69,43,3000,5000
323a6da2-fb97-4af4-aa6c-9701b5130d3d,2018-01-14,DRC,Farah,Farah,medium,well_function_busy,28,83,68,43,3000,7000
8f98e4da-63b5-42d2-921e-ebf8e7dc57f5,2018-01-14,DRC,Farah,Farah,medium,moderate_function,29,83,70,43,3000,6000
b638723b-efec-48cf-a8f6-178f5b4f8242,2018-01-15,NRC,Badghis,Qala_e_Naw,small,well_function_busy,30,110,80,52,1000,3000
bccc0095-8b03-4828-9a8e-ba2c13b0c543,2018-01-15,NRC,Badghis,Qala_e_Naw,small,well_function_busy,32,90,75,52,800,2500
959831ca-2b5b-4e3a-95c8-ace3af13921e,2018-01-15,NRC,Badghis,Qala_e_Naw,small,well_function_busy,32,80,70,55,500,2000
5ff1783c-566b-4316-aa53-00a8fc283804,2018-01-15,NRC,Hirat,Hirat,large,well_function_busy,24,54,74,50,2000,2500
a2018a52-c115-47b3-ab35-8e769cb09c46,2018-01-15,NRC,Hirat,Hirat,large,well_function_busy,25,55,75,51,2000,2400
4e41fdf3-b801-4012-b7a1-67a8d0bfc266,2018-01-15,NRC,Hirat,Hirat,large,well_function_busy,26,57,77,50,1500,2000
f2e815c1-c778-458d-aecc-0b75a9de2711,2018-01-16,NRC,Badghis,Qala_e_Naw,small,well_function_busy,32,62,70,50,1000,3000
2ac5071b-e8dd-49f0-a954-156dcbae6346,2018-01-16,NRC,Badghis,Qala_e_Naw,small,well_function_busy,32,61,70,52,1500,3000
b342fbf5-759a-43e5-a883-8680c4637962,2018-01-16,NRC,Badghis,Qala_e_Naw,small,well_function_busy,32,64,70,50,1000,2000
84cd62db-8fc0-43e3-b6f1-2617582ce341,2018-01-16,NRC,Uruzgan,Tirinkot,large,well_function_busy,27,50,73,50,1500,3000
63939ce5-49e5-49d2-9a8c-7a1fb63bec37,2018-01-16,NRC,Uruzgan,Tirinkot,large,moderate_function,27,50,74,50,1400,2800
5afc6352-c7ae-4440-9ce8-ca08d7b1541e,2018-01-16,NRC,Uruzgan,Tirinkot,large,moderate_function,28,50,73,50,1400,2900
6154359d-f465-4edd-ac28-2702eec91df1,2018-01-17,ACTED,Kunduz,Dasht_e_Archi,large,moderate_function,30,80,90,50,1000,2000
2b42d7e2-3c55-425e-8591-4a1fcd20df5e,2018-01-17,ACTED,Kunduz,Dasht_e_Archi,large,well_function_busy,30,90,90,50,1000,2000
d8f673b6-d55c-4f47-9fe3-c8f1847d27f7,2018-01-17,ACTED,Kunduz,Dasht_e_Archi,large,well_function_busy,32,95,85,50,1000,2500
a9dd35b7-8f1a-48cc-afab-d329798838aa,2018-01-17,ACTED,Takhar,Taloqan,large,well_function_busy,24,80,75,50,2000,5000
1f90397e-cea4-489a-b4cb-476a5abd2139,2018-01-17,ACTED,Takhar,Taloqan,large,well_function_busy,23,50,80,50,4000,8000
1117ed0c-9cb3-4dbd-8e07-fb7ed4a6d442,2018-01-17,ACTED,Takhar,Taloqan,large,well_function_busy,22,42,84,50,4000,7000
07192e46-04d6-4226-a136-c2d423402bc6,2018-01-18,ACTED,Badakhshan,Fayzabad,medium,well_function_busy,26,109,86,50,1500,2500
856fef6c-c583-4abe-8fe8-009882043708,2018-01-18,ACTED,Badakhshan,Fayzabad,medium,well_function_busy,26,105,88,50,1500,2400
fa854746-1d38-4c87-9209-2151f86e7e0f,2018-01-18,ACTED,Badakhshan,Fayzabad,medium,well_function_busy,25,105,90,50,1600,2500
c24f0c48-3a3f-4a58-b38b-df8600fe9740,2018-01-20,ACF,Daykundi,Nili,large,well_function_busy,31,100,80,60,1500,5000
0ff5ca67-6bb4-4214-a692-c6fcf95870c0,2018-01-20,ACF,Daykundi,Nili,large,well_function_busy,32,90,79,60,2000,6000
208cdbba-fc2e-463b-ba9e-15f72ea5e1ce,2018-01-20,ACF,Daykundi,Nili,large,well_function_busy,33,99,75,60,2000,5000
a0e57f70-2756-4438-a528-a8b6718e1666,2018-01-21,ACF,Hilmand,Nawa_e_Barakzaiy,medium,well_function_busy,29,100,75,42,1500,2500
cf9b5c5f-0f96-4801-ab64-a7f3afc833c4,2018-01-21,ACF,Hilmand,Nawa_e_Barakzaiy,medium,well_function_busy,30,100,70,42,2000,3500
afe8b506-fcc4-4f57-95e0-31b0c66263d9,2018-01-21,ACF,Hilmand,Nawa_e_Barakzaiy,medium,well_function_busy,29,100,67,42,1500,3000
ea0db8bf-c3b8-47a8-a2ce-dde1eb2326d6,2018-01-21,ACF,Hilmand,Lashkargah,medium,well_function_busy,29,100,73,42,2000,5000
da966cf4-daf3-4d59-a6d5-ff8e812ba2fe,2018-01-21,ACF,Hilmand,Lashkargah,medium,well_function_busy,29,95,70,42,2000,5000
2fd762be-2317-4187-8d50-99fdcc0d6ce2,2018-01-21,ACF,Hilmand,Lashkargah,medium,well_function_busy,29,110,63,42,3000,5000
b16fd1d5-b23f-429e-9119-27c7321d06e4,2018-01-21,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,24,94,80,99,2000,3000
2039443e-8ad8-447f-9e0e-b579f6700844,2018-01-21,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,25,96,80,50,2300,3200
30e3516f-4fb4-45ea-a91b-289f2251c82b,2018-01-21,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,26,92,85,50,2800,3500
026c3fa4-8b6c-4e9e-9fde-c7eaa70439cd,2018-01-21,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,24,95,82,50,1800,2300
a957b774-5f3a-45f0-8016-7d10372320ed,2018-01-22,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,25,67,76,48,1000,2500
d4c465a9-23df-4ddf-b285-1c48ba9e4bd6,2018-01-22,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,25,68,76,47,1500,3000
5918cc2d-8f81-48d3-8988-ce2506b3a5b1,2018-01-22,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,26,81,82,47,1000,2500
8dbbc6e6-b803-4722-9079-91f19a53e6fc,2018-01-23,NRC,Kunduz,Kunduz,large,well_function_busy,23,50,81,49,1500,2000
0864949d-2588-4329-ba24-1293bc0475e4,2018-01-23,NRC,Kunduz,Kunduz,large,well_function_busy,22,49,82,49,2000,2500
d071c93b-952d-4e69-a51b-0fc51ee3268a,2018-01-23,NRC,Kunduz,Kunduz,large,well_function_busy,23,50,84,49,1800,2500
b1bc9a94-0223-4b65-a0a4-7127a228f7ab,2018-01-28,DRC,Farah,Farah,medium,moderate_function,28,84,69,43,3000,8000
8eecf01d-61c0-4c49-81ed-a8e36c63921b,2018-01-28,DRC,Farah,Farah,medium,moderate_function,27,82,67,43,3500,7500
e0378182-bfc9-4efc-821b-622fefb79944,2018-01-28,DRC,Farah,Farah,medium,moderate_function,26,82,67,43,2500,9000
7d76c647-d0c9-4d60-8eb0-2b9262ceccaf,2018-01-29,PUI,Kunar,Chawkay,large,well_function_busy,24,80,79,49,600,850
7790378a-d836-4ccf-a619-da0bc9805bbd,2018-01-29,PUI,Kunar,Chawkay,large,well_function_busy,24,80,79,49,600,850
5cdec12d-1ff1-4f49-b203-35d4ca4dc580,2018-01-29,PUI,Kunar,Chawkay,large,well_function_busy,23,80,79,49,600,850
8d70bc66-4837-4b3c-a3e6-0e6ac697d4f6,2018-01-29,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,26,67,75,47,1500,2500
d2fe95fc-0813-4663-a0a8-7ef60c61d52c,2018-01-29,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,27,65,72,47,1000,3000
f0174dcd-fb83-4725-a61d-bf5f6ff9b8ae,2018-01-29,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,25,75,80,47,1000,3000
1606bbda-1a5e-47d8-8211-990a8a019e41,2018-01-29,DRC,Laghman,Mehtarlam,large,well_function_busy,24,81,70,44,3000,6000
dcd68326-8e7f-4a55-b9c9-525c75982e88,2018-01-30,DRC,Laghman,Mehtarlam,large,well_function_busy,25,83,72,46,3000,1000
24c1c4b9-a7f8-429c-ba8a-5a6d07cc26bb,2018-01-31,ACTED,Faryab,Almar,large,moderate_function,25,84,68,50,1000,2000
de9aeab0-8a62-4f21-8e6c-c1f956779566,2018-01-31,ACTED,Faryab,Almar,large,moderate_function,25,85,69,50,1000,2000
35d80c5e-4038-4c0a-b25c-b1d91c6b0024,2018-01-31,ACTED,Faryab,Almar,large,moderate_function,26,88,69,50,800,1800
5b294144-75d0-4c39-9c73-5303eddaa1a8,2018-01-31,DRC,Kabul,Kabul,large,well_function_busy,23,100,90,45,1000,1500
14a31948-51c1-4f43-859c-652438711ba5,2018-02-04,ACTED,Faryab,Andkhoy,large,moderate_function,23,69,78,50,2500,5000
f68d16af-d1ae-49d3-a992-e95fae23609a,2018-02-04,ACTED,Faryab,Andkhoy,large,moderate_function,23,70,77,50,3000,6000
e719b93a-2486-42ee-afa3-98bce8a27748,2018-02-04,ACTED,Faryab,Andkhoy,large,well_function_busy,23,71,78,50,2500,6000
1f623b83-10fd-4ba7-b3d5-84d93ef9aca3,2018-02-04,DRC,Farah,Farah,medium,moderate_function,26,83,68,43,2500,8000
a3dfc584-324f-4796-a46d-07ce18f5e4e8,2018-02-04,DRC,Farah,Farah,medium,moderate_function,26,84,69,43,3000,9000
734bc563-b629-4e2f-9a3f-ba394b88408e,2018-02-04,DRC,Farah,Farah,medium,moderate_function,27,81,69,43,3000,7000
4e409564-a64f-4897-872c-6b9076dc0808,2018-02-05,PUI,Kunar,Chawkay,large,well_function_busy,23,87,65,50,500,700
1284be9b-8e98-4f10-b8e5-683b6f4d3533,2018-02-05,PUI,Kunar,Chawkay,large,well_function_busy,23,87,65,50,500,750
082ec46b-0bab-4b11-8b44-48141a692da5,2018-02-05,PUI,Kunar,Chawkay,large,well_function_busy,23,87,65,50,600,700
314488ef-874a-4d6d-b88a-7d2533e86db9,2018-02-06,ACF,Hilmand,Lashkargah,medium,well_function_busy,29,92,70,50,2100,3000
a00dd3f2-5a47-42a9-8e30-2ef066190e30,2018-02-06,ACF,Hilmand,Lashkargah,medium,well_function_busy,29,100,75,50,2000,4000
74b3c774-d705-48ab-8692-bb0a7217a174,2018-02-06,ACF,Hilmand,Lashkargah,medium,well_function_busy,30,100,77,50,2000,3000
c902ff39-b102-4977-a82d-8059d237e541,2018-02-06,ACTED,Kunduz,Emam_saheb,large,well_function_busy,25,95,90,51,1500,5000
6578d520-e7f1-47bf-b2b3-08198fe59b0b,2018-02-06,ACTED,Kunduz,Emam_saheb,large,well_function_busy,25,95,95,50,1000,5000
6a20c13e-3fe0-4cf6-b779-d3f95ce37264,2018-02-06,ACTED,Kunduz,Emam_saheb,large,well_function_busy,23,92,95,52,1500,6000
11d18083-f32e-4667-9fcf-223a1455e677,2018-02-07,NRC,Kunduz,Kunduz,large,well_function_busy,22,49,82,49,1500,2000
4feaa6d9-1568-4465-a197-e09d64d660ed,2018-02-07,NRC,Kunduz,Kunduz,large,well_function_busy,23,50,80,49,2000,2500
7f7dd0ca-658a-4aff-a009-eabdd5766ede,2018-02-07,NRC,Kunduz,Kunduz,large,well_function_busy,24,50,86,49,2000,2800
263628aa-dbe1-405b-a697-1e383c1b3caf,2018-02-11,ACTED,Baghlan,Pul_e_khumri,large,well_function_busy,23,100,85,50,2500,3000
d37021ce-6fa2-42c9-b07d-36a030d6251f,2018-02-11,ACTED,Baghlan,Pul_e_khumri,large,well_function_busy,25,100,85,50,3000,3500
50da74cb-54f4-4637-ba4a-7ed226de4eed,2018-02-11,ACTED,Baghlan,Pul_e_khumri,large,well_function_busy,24,100,85,52,3000,4000
c1fcbdfe-7fba-4f4b-8459-b84035b36b9a,2018-02-11,NRC,Uruzgan,Tirinkot,large,moderate_function,26,50,67,50,3000,6000
22c9e3b2-c505-4807-9cd6-79ae23c5c503,2018-02-12,DRC,Farah,Farah,medium,moderate_function,27,83,68,43,3000,7500
aed5e6c1-3cae-476f-9077-722f242b063d,2018-02-12,DRC,Farah,Farah,medium,moderate_function,28,83,69,43,4000,10000
87f46e82-1733-4e29-9b74-0f0d10814814,2018-02-12,DRC,Farah,Farah,medium,moderate_function,27,82,67,43,3500,8000
c7620d39-e832-4d19-95d3-5bc9fa0ee7f4,2018-02-13,ACTED,Kunduz,Kunduz,large,well_function_busy,26,91,70,50,500,550
d3994ac2-7ac4-4ef6-be14-e2e039eb2985,2018-02-13,ACTED,Kunduz,Kunduz,large,well_function_busy,27,95,69,51,400,450
98a709b4-ca6f-4975-95fb-135a2abc750b,2018-02-13,ACTED,Kunduz,Kunduz,large,well_function_busy,25,100,68,50,600,650
eb2d3cbc-3d33-4c0e-8941-2308805ebaf8,2018-02-13,PIN,Jawzjan,Shiberghan,large,well_function_busy,25,85,75,46,1000,4000
